name,age,gender,country,state,city,parent_occupation,earning_class,level_of_student,level_of_course,course_name,time_spent_per_day,material_name,material_level,iq_of_student,assessment_score,promoted_or_skipped
Student_1009,13,Female,India,Karnataka,Hubli,Business,Middle,Intermediate,Intermediate,JavaScript,3.64,PDF,Easy,151,93,Promoted
Student_1010,9,Male,India,Tamil Nadu,Chennai,Teacher,Middle,Advanced,Basic,SQL,6.25,Online Learning,Medium,97,84,Promoted
Student_1011,12,Male,India,West Bengal,Howrah,Other,Middle,Intermediate,Advanced,Java,3.52,College,Medium,148,94,Promoted
Student_1012,12,Female,India,West Bengal,Howrah,Other,Middle,Advanced,Advanced,Python,4.68,College,Hard,153,98,Promoted
Student_1013,7,Male,India,West Bengal,Durgapur,Teacher,Low,Beginner,Intermediate,JavaScript,5.87,Tutor,Easy,137,90,Promoted
Student_1014,7,Female,India,Tamil Nadu,Coimbatore,Engineer,High,Advanced,Advanced,C++,5,Book,Hard,81,80,Promoted
Student_1015,13,Female,India,Maharashtra,Mumbai,Government Job,Middle,Intermediate,Basic,JavaScript,4.71,PDF,Easy,132,97,Promoted
Student_1016,7,Female,India,Karnataka,Mysore,Engineer,Low,Advanced,Basic,C++,3.24,Online Learning,Hard,101,78,Promoted
Student_1017,15,Female,India,Karnataka,Bangalore,Teacher,Low,Beginner,Intermediate,JavaScript,6.92,Online Learning,Easy,85,100,Promoted
Student_1018,6,Female,India,Delhi,Karol Bagh,Other,Middle,Intermediate,Advanced,SQL,4.53,PDF,Medium,126,86,Promoted
Student_1019,13,Male,India,West Bengal,Kolkata,Business,Middle,Advanced,Intermediate,JavaScript,4.62,Online Learning,Easy,98,92,Promoted
Student_1020,12,Female,India,Delhi,Karol Bagh,Government Job,Middle,Advanced,Intermediate,JavaScript,3.33,Tutor,Easy,146,93,Promoted
Student_1021,7,Female,India,West Bengal,Howrah,Business,Low,Advanced,Basic,Java,2.52,PDF,Hard,141,88,Promoted
Student_1022,7,Female,India,West Bengal,Durgapur,Teacher,Low,Advanced,Intermediate,SQL,4.49,College,Easy,82,76,Promoted
Student_1023,15,Male,India,Delhi,New Delhi,Engineer,Middle,Beginner,Basic,JavaScript,5.46,Online Learning,Hard,102,88,Promoted
Student_1024,10,Male,India,Tamil Nadu,Coimbatore,Other,Middle,Advanced,Intermediate,C++,6.34,College,Medium,115,94,Promoted
Student_1025,9,Female,India,Delhi,New Delhi,Teacher,Middle,Beginner,Intermediate,JavaScript,6.02,Book,Medium,101,88,Promoted
Student_1026,13,Female,India,Delhi,New Delhi,Teacher,Middle,Intermediate,Advanced,Python,3.75,PDF,Hard,152,100,Promoted
Student_1027,14,Male,India,Karnataka,Mysore,Other,High,Intermediate,Intermediate,SQL,1.73,College,Easy,138,76,Promoted
Student_1028,11,Male,India,Tamil Nadu,Madurai,Other,Low,Beginner,Basic,Java,3.59,Book,Medium,133,91,Promoted
Student_1029,10,Female,India,Tamil Nadu,Chennai,Doctor,Low,Intermediate,Advanced,C++,4.5,College,Hard,112,81,Promoted
Student_1030,7,Male,India,Tamil Nadu,Madurai,Government Job,High,Intermediate,Intermediate,Python,3.64,PDF,Medium,92,69,Skipped
Student_1031,16,Female,India,Karnataka,Bangalore,Teacher,Middle,Beginner,Basic,C++,4.85,Tutor,Hard,118,88,Promoted
Student_1032,9,Male,India,Delhi,Dwarka,Business,Middle,Beginner,Intermediate,C++,2.75,PDF,Medium,117,81,Promoted
Student_1033,10,Male,India,West Bengal,Kolkata,Other,High,Intermediate,Intermediate,SQL,6.14,Tutor,Hard,112,96,Promoted
Student_1034,7,Female,India,West Bengal,Durgapur,Doctor,Middle,Intermediate,Advanced,SQL,3.74,PDF,Hard,117,84,Promoted
Student_1035,15,Male,India,Karnataka,Mysore,Government Job,Middle,Advanced,Basic,C++,5.93,PDF,Easy,108,89,Promoted
Student_1036,17,Male,India,Tamil Nadu,Coimbatore,Other,High,Beginner,Intermediate,SQL,1.84,Tutor,Easy,144,79,Promoted
Student_1037,17,Female,India,Karnataka,Hubli,Teacher,Low,Beginner,Advanced,SQL,3.7,Book,Easy,125,91,Promoted
Student_1038,9,Female,India,Maharashtra,Mumbai,Government Job,Low,Beginner,Advanced,SQL,5.37,Book,Easy,128,91,Promoted
Student_1039,12,Female,India,Tamil Nadu,Madurai,Government Job,High,Beginner,Advanced,Python,2.45,Book,Hard,119,76,Promoted
Student_1040,14,Male,India,Delhi,New Delhi,Engineer,High,Intermediate,Advanced,SQL,2.86,Online Learning,Hard,120,93,Promoted
Student_1041,14,Female,India,Maharashtra,Mumbai,Teacher,Low,Advanced,Advanced,SQL,3.52,Tutor,Hard,124,87,Promoted
Student_1042,6,Male,India,Maharashtra,Nagpur,Business,Middle,Intermediate,Intermediate,C++,3.71,Book,Easy,144,91,Promoted
Student_1043,13,Male,India,West Bengal,Durgapur,Teacher,Middle,Beginner,Intermediate,SQL,3.61,Book,Hard,95,78,Promoted
Student_1044,12,Male,India,Maharashtra,Pune,Engineer,High,Intermediate,Basic,JavaScript,6.77,Online Learning,Easy,111,97,Promoted
Student_1045,14,Female,India,Delhi,New Delhi,Other,High,Intermediate,Basic,JavaScript,6.45,College,Hard,122,91,Promoted
Student_1046,12,Male,India,Maharashtra,Mumbai,Business,High,Advanced,Advanced,JavaScript,4.08,College,Easy,121,90,Promoted
Student_1047,12,Female,India,Tamil Nadu,Coimbatore,Business,Middle,Advanced,Intermediate,Java,4.97,Tutor,Medium,129,91,Promoted
Student_1048,7,Male,India,Tamil Nadu,Chennai,Government Job,Low,Intermediate,Advanced,Java,4.29,Book,Easy,150,95,Promoted
Student_1049,6,Male,India,Karnataka,Hubli,Business,Middle,Intermediate,Basic,C++,3.41,Tutor,Hard,140,94,Promoted
Student_1050,7,Male,India,Delhi,Dwarka,Business,High,Beginner,Basic,JavaScript,5.84,Tutor,Hard,134,94,Promoted
Student_1051,8,Female,India,Karnataka,Hubli,Other,Low,Intermediate,Basic,Java,6.76,College,Medium,159,100,Promoted
Student_1052,16,Male,India,West Bengal,Durgapur,Engineer,Middle,Intermediate,Basic,Java,2.42,Tutor,Hard,130,86,Promoted
Student_1053,7,Female,India,Tamil Nadu,Coimbatore,Engineer,Low,Beginner,Basic,JavaScript,4.4,Book,Easy,127,87,Promoted
Student_1054,16,Male,India,Karnataka,Hubli,Government Job,Low,Intermediate,Advanced,JavaScript,4.06,Book,Easy,128,97,Promoted
Student_1055,11,Female,India,Maharashtra,Nagpur,Doctor,Middle,Intermediate,Intermediate,SQL,2.9,Book,Medium,106,78,Promoted
Student_1056,12,Female,India,Maharashtra,Pune,Other,Low,Beginner,Basic,JavaScript,3.69,College,Medium,155,100,Promoted
Student_1057,15,Male,India,Delhi,Dwarka,Other,Low,Beginner,Intermediate,SQL,4.21,College,Easy,119,97,Promoted
Student_1058,16,Male,India,Maharashtra,Mumbai,Business,High,Beginner,Advanced,Python,4.26,College,Hard,104,80,Promoted
Student_1059,15,Female,India,Delhi,Karol Bagh,Teacher,High,Beginner,Intermediate,C++,4.7,Tutor,Easy,99,82,Promoted
Student_1060,11,Male,India,West Bengal,Durgapur,Doctor,Low,Beginner,Basic,Java,5.03,Online Learning,Hard,109,91,Promoted
Student_1061,13,Female,India,Delhi,New Delhi,Teacher,Low,Intermediate,Intermediate,SQL,3.1,PDF,Medium,124,88,Promoted
Student_1062,13,Male,India,Karnataka,Mysore,Engineer,Middle,Advanced,Basic,Java,3.54,Book,Easy,140,94,Promoted
Student_1063,6,Male,India,Karnataka,Hubli,Doctor,Middle,Advanced,Intermediate,SQL,5.19,Book,Easy,157,95,Promoted
Student_1064,6,Male,India,Tamil Nadu,Coimbatore,Doctor,Low,Advanced,Advanced,Python,4.04,Book,Medium,106,77,Promoted
Student_1065,13,Male,India,Maharashtra,Mumbai,Other,Low,Intermediate,Intermediate,Python,4.16,College,Medium,129,86,Promoted
Student_1066,10,Male,India,Tamil Nadu,Coimbatore,Teacher,High,Beginner,Intermediate,SQL,3.56,PDF,Medium,112,88,Promoted
Student_1067,15,Male,India,Maharashtra,Pune,Teacher,Low,Advanced,Basic,SQL,4.84,College,Easy,152,100,Promoted
Student_1068,6,Female,India,Tamil Nadu,Madurai,Government Job,Middle,Beginner,Advanced,SQL,3.67,PDF,Hard,154,91,Promoted
Student_1069,17,Male,India,Delhi,Karol Bagh,Government Job,Middle,Intermediate,Basic,C++,3.26,Tutor,Medium,116,82,Promoted
Student_1070,10,Female,India,Maharashtra,Pune,Other,High,Intermediate,Basic,Python,5.57,PDF,Hard,155,100,Promoted
Student_1071,8,Male,India,Maharashtra,Nagpur,Doctor,Middle,Beginner,Intermediate,Python,5.76,College,Medium,104,87,Promoted
Student_1072,8,Female,India,Delhi,Dwarka,Teacher,Middle,Intermediate,Advanced,JavaScript,6.03,College,Easy,150,95,Promoted
Student_1073,15,Female,India,Maharashtra,Mumbai,Other,High,Advanced,Advanced,Java,5.38,College,Medium,81,80,Promoted
Student_1074,7,Male,India,Tamil Nadu,Madurai,Other,Low,Advanced,Basic,SQL,1.87,College,Hard,133,83,Promoted
Student_1075,6,Female,India,Maharashtra,Nagpur,Other,Middle,Advanced,Intermediate,C++,4.94,Book,Easy,81,80,Promoted
Student_1076,16,Male,India,West Bengal,Howrah,Doctor,High,Advanced,Intermediate,Python,4.99,Book,Medium,103,90,Promoted
Student_1077,13,Female,India,West Bengal,Durgapur,Business,Middle,Beginner,Basic,Python,5.35,College,Easy,132,86,Promoted
Student_1078,13,Male,India,Delhi,Dwarka,Other,Middle,Advanced,Basic,Python,3.59,College,Hard,136,90,Promoted
Student_1079,6,Male,India,Karnataka,Mysore,Teacher,Middle,Beginner,Basic,JavaScript,5.04,Online Learning,Hard,117,90,Promoted
Student_1080,14,Female,India,Karnataka,Bangalore,Other,High,Advanced,Basic,Python,6.02,Book,Easy,87,88,Promoted
Student_1081,12,Female,India,Tamil Nadu,Chennai,Doctor,Middle,Beginner,Advanced,Java,4.09,Book,Hard,143,96,Promoted
Student_1082,6,Male,India,Tamil Nadu,Madurai,Teacher,High,Beginner,Intermediate,Python,4.37,College,Easy,110,86,Promoted
Student_1083,12,Male,India,Karnataka,Bangalore,Government Job,Low,Intermediate,Advanced,SQL,3.67,Book,Hard,133,90,Promoted
Student_1084,11,Male,India,Tamil Nadu,Coimbatore,Engineer,Middle,Intermediate,Intermediate,SQL,5.89,College,Easy,90,80,Promoted
Student_1085,10,Female,India,Tamil Nadu,Coimbatore,Government Job,High,Beginner,Advanced,C++,1.46,College,Easy,84,63,Skipped
Student_1086,10,Male,India,Delhi,New Delhi,Other,High,Beginner,Advanced,Python,3.74,Tutor,Easy,86,72,Skipped
Student_1087,8,Male,India,Karnataka,Hubli,Teacher,Middle,Beginner,Advanced,Python,2.86,Tutor,Medium,134,88,Promoted
Student_1088,15,Female,India,Maharashtra,Pune,Other,Low,Advanced,Basic,SQL,3.98,Tutor,Easy,144,97,Promoted
Student_1089,7,Male,India,Karnataka,Hubli,Government Job,Middle,Intermediate,Intermediate,JavaScript,3.83,College,Hard,128,90,Promoted
Student_1090,17,Female,India,Tamil Nadu,Coimbatore,Other,Low,Intermediate,Basic,Java,2.24,Book,Easy,120,84,Promoted
Student_1091,6,Male,India,West Bengal,Howrah,Government Job,Low,Intermediate,Basic,Java,4.19,College,Hard,157,96,Promoted
Student_1092,15,Female,India,Delhi,Karol Bagh,Engineer,Middle,Intermediate,Intermediate,Python,2.61,Tutor,Medium,95,74,Skipped
Student_1093,6,Male,India,Delhi,Dwarka,Doctor,High,Intermediate,Advanced,JavaScript,6.78,Book,Medium,158,99,Promoted
Student_1094,11,Male,India,Tamil Nadu,Coimbatore,Other,Low,Intermediate,Intermediate,Java,5.18,Book,Hard,141,93,Promoted
Student_1095,12,Male,India,Maharashtra,Pune,Doctor,High,Beginner,Basic,SQL,4.82,Online Learning,Hard,93,84,Promoted
Student_1096,7,Male,India,Tamil Nadu,Coimbatore,Business,Low,Advanced,Intermediate,C++,4.49,College,Hard,140,96,Promoted
Student_1097,7,Female,India,Tamil Nadu,Coimbatore,Business,Low,Beginner,Advanced,Java,1.46,Tutor,Hard,111,74,Skipped
Student_1098,16,Male,India,Delhi,New Delhi,Doctor,Middle,Advanced,Advanced,C++,6.7,PDF,Hard,85,91,Promoted
Student_1099,9,Male,India,Karnataka,Mysore,Other,Low,Advanced,Advanced,Python,2.73,Online Learning,Easy,97,82,Promoted
Student_1100,6,Female,India,West Bengal,Durgapur,Engineer,Middle,Advanced,Advanced,Python,3.67,PDF,Medium,94,78,Promoted
Student_1101,11,Female,India,Maharashtra,Nagpur,Engineer,Low,Intermediate,Basic,SQL,4.81,PDF,Medium,119,99,Promoted
Student_1102,9,Male,India,Delhi,Dwarka,Government Job,High,Beginner,Intermediate,Python,3.6,PDF,Medium,124,79,Promoted
Student_1103,11,Male,India,Delhi,Karol Bagh,Business,High,Advanced,Intermediate,SQL,6.39,Book,Medium,97,89,Promoted
Student_1104,14,Female,India,Delhi,Dwarka,Engineer,High,Beginner,Advanced,Python,3.29,Online Learning,Easy,101,79,Promoted
Student_1105,13,Male,India,Maharashtra,Nagpur,Teacher,Middle,Advanced,Basic,JavaScript,5.26,PDF,Easy,105,85,Promoted
Student_1106,8,Male,India,Karnataka,Bangalore,Engineer,Middle,Advanced,Basic,JavaScript,5.02,PDF,Hard,96,87,Promoted
Student_1107,7,Male,India,Delhi,Karol Bagh,Other,Middle,Beginner,Basic,Python,6.57,PDF,Easy,90,92,Promoted
Student_1108,12,Male,India,Tamil Nadu,Madurai,Teacher,Low,Intermediate,Basic,Python,5,Tutor,Easy,123,84,Promoted
Student_1109,14,Female,India,Tamil Nadu,Madurai,Government Job,Middle,Intermediate,Basic,JavaScript,5.54,PDF,Medium,99,76,Promoted
Student_1110,16,Male,India,Tamil Nadu,Madurai,Business,High,Intermediate,Advanced,Java,5.58,Book,Easy,148,100,Promoted
Student_1111,14,Male,India,West Bengal,Kolkata,Business,High,Beginner,Advanced,JavaScript,4.5,PDF,Hard,98,70,Skipped
Student_1112,10,Male,India,Delhi,New Delhi,Government Job,Low,Advanced,Intermediate,Java,3.41,Tutor,Easy,90,77,Promoted
Student_1113,16,Female,India,Tamil Nadu,Madurai,Other,High,Advanced,Advanced,JavaScript,4.99,PDF,Hard,120,88,Promoted
Student_1114,10,Female,India,Maharashtra,Pune,Engineer,High,Advanced,Intermediate,JavaScript,3.11,College,Easy,92,78,Promoted
Student_1115,8,Female,India,Karnataka,Bangalore,Business,Middle,Intermediate,Intermediate,Java,6.69,PDF,Medium,146,100,Promoted
Student_1116,15,Male,India,Delhi,Karol Bagh,Engineer,Middle,Advanced,Basic,SQL,5.2,Online Learning,Hard,158,100,Promoted
Student_1117,9,Male,India,Karnataka,Mysore,Business,Middle,Advanced,Intermediate,SQL,5.96,Book,Medium,111,86,Promoted
Student_1118,11,Female,India,Maharashtra,Pune,Teacher,Low,Intermediate,Advanced,SQL,3.37,Online Learning,Hard,130,83,Promoted
Student_1119,16,Female,India,Tamil Nadu,Chennai,Business,Low,Intermediate,Basic,Java,5.8,PDF,Medium,108,89,Promoted
Student_1120,12,Male,India,West Bengal,Kolkata,Government Job,Low,Beginner,Basic,JavaScript,4.17,Tutor,Easy,108,84,Promoted
Student_1121,9,Female,India,Tamil Nadu,Chennai,Government Job,Low,Intermediate,Advanced,C++,4.44,Book,Hard,105,86,Promoted
Student_1122,10,Female,India,Karnataka,Mysore,Other,High,Advanced,Advanced,C++,4.68,PDF,Easy,99,88,Promoted
Student_1123,12,Female,India,Tamil Nadu,Coimbatore,Doctor,Middle,Intermediate,Advanced,JavaScript,4.75,PDF,Hard,101,86,Promoted
Student_1124,15,Male,India,West Bengal,Kolkata,Teacher,High,Beginner,Advanced,Java,4.63,Tutor,Hard,122,86,Promoted
Student_1125,9,Male,India,West Bengal,Kolkata,Government Job,High,Beginner,Basic,SQL,7.16,Tutor,Medium,90,90,Promoted
Student_1126,12,Female,India,Tamil Nadu,Madurai,Engineer,High,Advanced,Intermediate,C++,3.42,Tutor,Easy,89,68,Skipped
Student_1127,8,Male,India,Karnataka,Mysore,Engineer,High,Beginner,Advanced,Java,5.61,Tutor,Easy,139,93,Promoted
Student_1128,10,Female,India,Karnataka,Hubli,Teacher,Middle,Beginner,Basic,Python,4.06,PDF,Easy,108,86,Promoted
Student_1129,12,Male,India,Maharashtra,Pune,Business,High,Intermediate,Advanced,C++,4.92,Book,Medium,150,100,Promoted
Student_1130,9,Female,India,Delhi,New Delhi,Engineer,High,Advanced,Basic,C++,3.45,Tutor,Hard,150,88,Promoted
Student_1131,16,Female,India,Karnataka,Bangalore,Government Job,Middle,Beginner,Intermediate,Python,2.58,Book,Medium,151,97,Promoted
Student_1132,9,Female,India,West Bengal,Kolkata,Other,High,Advanced,Advanced,C++,3,Online Learning,Hard,146,98,Promoted
Student_1133,6,Male,India,West Bengal,Kolkata,Other,High,Advanced,Basic,C++,8.05,College,Hard,84,91,Promoted
Student_1134,9,Male,India,West Bengal,Durgapur,Business,Low,Beginner,Intermediate,Java,1.95,College,Medium,147,93,Promoted
Student_1135,12,Male,India,Tamil Nadu,Madurai,Teacher,Middle,Intermediate,Intermediate,Java,3.34,Tutor,Medium,114,91,Promoted
Student_1136,7,Male,India,Delhi,Karol Bagh,Government Job,Low,Advanced,Intermediate,SQL,3.65,College,Hard,117,90,Promoted
Student_1137,13,Female,India,Karnataka,Bangalore,Business,Low,Advanced,Intermediate,Python,4.05,PDF,Easy,85,81,Promoted
Student_1138,11,Male,India,Tamil Nadu,Madurai,Doctor,Low,Intermediate,Intermediate,JavaScript,3.94,Book,Easy,104,77,Promoted
Student_1139,17,Male,India,Delhi,New Delhi,Teacher,Middle,Intermediate,Intermediate,SQL,3.68,Online Learning,Hard,112,85,Promoted
Student_1140,6,Male,India,West Bengal,Kolkata,Doctor,Low,Beginner,Intermediate,Python,4.23,Tutor,Hard,142,90,Promoted
Student_1141,9,Male,India,Maharashtra,Mumbai,Engineer,Low,Intermediate,Advanced,C++,1.64,Book,Easy,130,85,Promoted
Student_1142,6,Male,India,Delhi,New Delhi,Other,Middle,Advanced,Basic,SQL,4.53,PDF,Hard,118,91,Promoted
Student_1143,15,Female,India,Tamil Nadu,Coimbatore,Government Job,Low,Beginner,Advanced,JavaScript,4.57,Tutor,Medium,118,91,Promoted
Student_1144,16,Male,India,Maharashtra,Pune,Government Job,Low,Beginner,Intermediate,Java,3.21,PDF,Easy,147,89,Promoted
Student_1145,11,Female,India,West Bengal,Durgapur,Other,Middle,Advanced,Basic,C++,6.67,College,Hard,155,100,Promoted
Student_1146,8,Male,India,Delhi,New Delhi,Business,Middle,Beginner,Intermediate,Python,4.15,Tutor,Easy,125,86,Promoted
Student_1147,14,Female,India,Maharashtra,Mumbai,Government Job,Middle,Intermediate,Intermediate,Python,5.83,Book,Medium,115,95,Promoted
Student_1148,7,Female,India,Tamil Nadu,Chennai,Engineer,Middle,Intermediate,Intermediate,Python,4.29,College,Hard,97,87,Promoted
Student_1149,8,Male,India,Karnataka,Mysore,Other,Low,Beginner,Advanced,Python,2.61,Tutor,Easy,102,86,Promoted
Student_1150,7,Male,India,Tamil Nadu,Chennai,Doctor,Middle,Advanced,Basic,JavaScript,1.51,Book,Hard,120,91,Promoted
Student_1151,11,Male,India,Delhi,New Delhi,Other,Middle,Beginner,Basic,Python,3.71,Book,Hard,143,98,Promoted
Student_1152,8,Male,India,Tamil Nadu,Coimbatore,Engineer,Middle,Intermediate,Advanced,Python,6.26,Online Learning,Medium,119,91,Promoted
Student_1153,10,Male,India,West Bengal,Kolkata,Engineer,Middle,Intermediate,Intermediate,SQL,6.38,Tutor,Medium,137,100,Promoted
Student_1154,17,Female,India,Delhi,New Delhi,Doctor,High,Beginner,Advanced,SQL,1.58,College,Hard,123,87,Promoted
Student_1155,15,Male,India,West Bengal,Durgapur,Doctor,Middle,Advanced,Intermediate,C++,4.5,PDF,Medium,111,94,Promoted
Student_1156,13,Female,India,Tamil Nadu,Madurai,Teacher,High,Beginner,Intermediate,Java,4.82,PDF,Hard,155,99,Promoted
Student_1157,15,Female,India,West Bengal,Durgapur,Business,Low,Advanced,Basic,Python,4.97,Book,Easy,90,69,Skipped
Student_1158,16,Male,India,Tamil Nadu,Chennai,Other,High,Advanced,Advanced,Python,5.52,Tutor,Hard,82,77,Promoted
Student_1159,17,Female,India,West Bengal,Kolkata,Government Job,High,Intermediate,Intermediate,Python,5.28,Online Learning,Hard,93,77,Promoted
Student_1160,9,Male,India,Maharashtra,Mumbai,Business,Low,Intermediate,Basic,JavaScript,4.67,College,Easy,118,94,Promoted
Student_1161,6,Male,India,West Bengal,Durgapur,Engineer,High,Intermediate,Basic,Java,4.56,PDF,Easy,148,92,Promoted
Student_1162,13,Male,India,Maharashtra,Pune,Business,Low,Intermediate,Intermediate,SQL,2.04,Online Learning,Hard,99,81,Promoted
Student_1163,15,Female,India,Maharashtra,Pune,Engineer,Middle,Beginner,Basic,C++,3.76,Book,Easy,107,89,Promoted
Student_1164,13,Male,India,Karnataka,Mysore,Engineer,Middle,Advanced,Advanced,C++,4.39,Online Learning,Medium,142,100,Promoted
Student_1165,10,Female,India,West Bengal,Durgapur,Government Job,Low,Beginner,Advanced,JavaScript,4.15,College,Hard,94,81,Promoted
Student_1166,8,Female,India,Karnataka,Hubli,Business,High,Intermediate,Advanced,JavaScript,4.07,College,Hard,107,71,Skipped
Student_1167,7,Female,India,Tamil Nadu,Madurai,Other,Low,Beginner,Basic,JavaScript,4.31,College,Medium,99,73,Skipped
Student_1168,17,Female,India,West Bengal,Kolkata,Business,Middle,Intermediate,Advanced,SQL,3.14,PDF,Hard,95,79,Promoted
Student_1169,6,Female,India,Delhi,New Delhi,Engineer,High,Beginner,Basic,SQL,3.02,Tutor,Medium,127,88,Promoted
Student_1170,14,Male,India,Delhi,Karol Bagh,Business,Middle,Intermediate,Basic,C++,5.3,PDF,Medium,119,90,Promoted
Student_1171,10,Male,India,Maharashtra,Nagpur,Teacher,High,Advanced,Intermediate,C++,1.52,Online Learning,Hard,150,92,Promoted
Student_1172,15,Female,India,Delhi,Karol Bagh,Government Job,Low,Beginner,Intermediate,SQL,6.73,College,Medium,107,95,Promoted
Student_1173,6,Female,India,Tamil Nadu,Madurai,Teacher,Low,Intermediate,Intermediate,Java,3.05,PDF,Easy,155,93,Promoted
Student_1174,12,Male,India,Karnataka,Bangalore,Teacher,Low,Advanced,Basic,SQL,4.59,Book,Easy,119,78,Promoted
Student_1175,8,Female,India,West Bengal,Kolkata,Business,Low,Advanced,Intermediate,C++,8.24,Book,Easy,116,98,Promoted
Student_1176,7,Male,India,Delhi,Dwarka,Government Job,High,Beginner,Intermediate,SQL,5.67,College,Medium,80,80,Promoted
Student_1177,16,Female,India,Maharashtra,Pune,Government Job,Low,Beginner,Basic,Java,5.6,College,Medium,155,94,Promoted
Student_1178,15,Female,India,Karnataka,Mysore,Government Job,Low,Advanced,Basic,Python,4.47,Book,Medium,88,74,Skipped
Student_1179,11,Female,India,Delhi,Dwarka,Other,Middle,Intermediate,Intermediate,C++,4.92,PDF,Hard,146,91,Promoted
Student_1180,13,Female,India,Karnataka,Bangalore,Engineer,Low,Advanced,Basic,SQL,4.67,PDF,Hard,139,94,Promoted
Student_1181,7,Male,India,West Bengal,Howrah,Doctor,High,Beginner,Basic,JavaScript,4.04,Book,Medium,91,78,Promoted
Student_1182,15,Male,India,Karnataka,Hubli,Business,High,Intermediate,Basic,C++,5.13,Book,Easy,113,81,Promoted
Student_1183,14,Female,India,West Bengal,Durgapur,Other,Middle,Beginner,Basic,C++,4.72,College,Hard,110,90,Promoted
Student_1184,14,Female,India,Delhi,Dwarka,Government Job,Middle,Beginner,Basic,C++,3.74,PDF,Easy,89,77,Promoted
Student_1185,7,Female,India,Maharashtra,Nagpur,Business,High,Advanced,Advanced,C++,6.04,PDF,Easy,154,98,Promoted
Student_1186,12,Female,India,Karnataka,Mysore,Engineer,Low,Advanced,Advanced,SQL,3.4,College,Hard,124,86,Promoted
Student_1187,8,Female,India,Tamil Nadu,Chennai,Doctor,Low,Beginner,Intermediate,C++,3.14,College,Easy,132,91,Promoted
Student_1188,14,Male,India,Delhi,Dwarka,Doctor,Middle,Intermediate,Intermediate,JavaScript,5.26,College,Medium,146,100,Promoted
Student_1189,7,Female,India,Karnataka,Hubli,Doctor,Middle,Beginner,Intermediate,C++,5.2,Tutor,Easy,95,84,Promoted
Student_1190,17,Female,India,Karnataka,Hubli,Teacher,High,Advanced,Advanced,Java,5.4,Online Learning,Hard,119,90,Promoted
Student_1191,17,Male,India,Maharashtra,Nagpur,Business,High,Intermediate,Basic,Java,5.47,Online Learning,Medium,126,97,Promoted
Student_1192,15,Female,India,Delhi,Dwarka,Doctor,High,Beginner,Advanced,Python,4.63,PDF,Hard,85,74,Skipped
Student_1193,12,Male,India,Karnataka,Bangalore,Engineer,Middle,Beginner,Intermediate,Java,5.1,Tutor,Hard,82,80,Promoted
Student_1194,7,Female,India,Delhi,Karol Bagh,Doctor,High,Advanced,Advanced,C++,4.72,Book,Medium,100,81,Promoted
Student_1195,14,Female,India,Maharashtra,Mumbai,Teacher,Middle,Beginner,Advanced,Python,3.38,College,Easy,115,84,Promoted
Student_1196,11,Female,India,Tamil Nadu,Chennai,Doctor,Low,Intermediate,Advanced,Java,6.06,PDF,Easy,97,100,Promoted
Student_1197,7,Female,India,Karnataka,Mysore,Doctor,Low,Beginner,Basic,SQL,4.96,College,Medium,158,95,Promoted
Student_1198,7,Male,India,Karnataka,Hubli,Doctor,Low,Beginner,Advanced,JavaScript,5.59,Book,Medium,142,95,Promoted
Student_1199,6,Female,India,Tamil Nadu,Coimbatore,Doctor,High,Intermediate,Advanced,C++,5.51,Book,Hard,105,87,Promoted
Student_1200,13,Male,India,Delhi,New Delhi,Government Job,High,Advanced,Advanced,SQL,3.68,Online Learning,Easy,94,76,Promoted
Student_1201,8,Female,India,Karnataka,Hubli,Engineer,High,Advanced,Intermediate,JavaScript,3.32,Online Learning,Hard,121,88,Promoted
Student_1202,10,Female,India,Delhi,Karol Bagh,Teacher,Middle,Advanced,Intermediate,Java,3.29,Online Learning,Easy,127,80,Promoted
Student_1203,9,Male,India,Maharashtra,Mumbai,Government Job,High,Beginner,Intermediate,SQL,5.79,PDF,Medium,84,85,Promoted
Student_1204,7,Female,India,West Bengal,Durgapur,Business,Low,Intermediate,Advanced,Java,5.26,PDF,Hard,103,76,Promoted
Student_1205,8,Female,India,Maharashtra,Mumbai,Business,Middle,Intermediate,Intermediate,Python,5.37,Tutor,Easy,88,85,Promoted
Student_1206,16,Female,India,West Bengal,Howrah,Government Job,Middle,Intermediate,Basic,JavaScript,5.26,Online Learning,Hard,104,89,Promoted
Student_1207,14,Female,India,Delhi,Dwarka,Government Job,High,Intermediate,Intermediate,Python,6.04,Online Learning,Medium,99,90,Promoted
Student_1208,11,Female,India,Maharashtra,Pune,Business,Low,Advanced,Basic,Java,5.27,Online Learning,Medium,112,88,Promoted
Student_1209,17,Male,India,West Bengal,Durgapur,Business,High,Intermediate,Basic,SQL,4.32,Tutor,Easy,145,95,Promoted
Student_1210,12,Male,India,Tamil Nadu,Madurai,Teacher,Middle,Beginner,Intermediate,C++,4.65,Online Learning,Hard,135,92,Promoted
Student_1211,14,Male,India,Delhi,Dwarka,Other,Middle,Intermediate,Basic,JavaScript,6.06,PDF,Hard,85,88,Promoted
Student_1212,10,Female,India,Delhi,Dwarka,Doctor,Low,Intermediate,Basic,SQL,2.3,College,Easy,106,75,Promoted
Student_1213,12,Male,India,West Bengal,Howrah,Doctor,Low,Advanced,Advanced,SQL,4.74,PDF,Easy,84,78,Promoted
