course_name,instructor,course url,course description,reviews_avg,reviews_count,course_duration,lectures_count,level,course_flag,students_count,,,,
Data Science: Python for Data Analysis 2022 Full Bootcamp,"Ahmed Ibrahim, SDE Arts | Octavo",https://www.udemy.com/course/mastering-python-data-handling-analysis-and-visualization/,Learn and build your Python Programming skills from the ground up in addition to Python Data Science libraries and tools,Rating: 4.1 out of 5,1109 reviews,6 total hours,76 lectures,All Levels,,"129,437 students",,,,
AWS Data Architect Bootcamp - 43 Services 500 FAQs 20+ Tools,Siddharth Mehta,https://www.udemy.com/course/aws-data-architect-bootcamp-training/,"AWS Databases, EMR, SageMaker, IoT,  Redshift, Glue, QuickSight, RDS, Aurora, DynamoDB, Kinesis, Rekognition & much more",Rating: 4.5 out of 5,1108 reviews,30.5 total hours,295 lectures,All Levels,Bestseller,"13,776 students",,,,
Studio 5000 PLC Ladder Logic Training. Basic.,Jeff Sharman,https://www.udemy.com/course/basic-introduction-and-programming-of-plcs-using-logix5000/,The student will learn the difference programming a PLC using Studio 5000 software and other PLC packages.,Rating: 4.5 out of 5,1108 reviews,3 total hours,30 lectures,All Levels,Bestseller,"3,568 students",,,,
Python Django Ecommerce | An Advanced Django Web Application,Rathan Kumar,https://www.udemy.com/course/django-ecommerce-project-based-course-python-django-web-development/,"Build Python Django eCommerce website with advanced custom functionalities, RDS Postgres and deploy it on Amazon AWS",Rating: 4.6 out of 5,1106 reviews,21 total hours,131 lectures,All Levels,,"6,657 students",,,,
Assembly Language Adventures: Complete Course,xor pd,https://www.udemy.com/course/x86-asm-foundations/,Learn the language of your computer,Rating: 4.8 out of 5,1104 reviews,29 total hours,120 lectures,All Levels,,"9,187 students",,,,
Git and GitHub For Beginners,Yaswanth Sai Palaghat,https://www.udemy.com/course/gitandgithubforbeginners/,Learn Git and Github From Scratch,Rating: 4.1 out of 5,1104 reviews,1 total hour,10 lectures,All Levels,,"61,403 students",,,,
Laravel 8 PHP Framework A - Z Build Professional Ecommerce,"easy Learning, Kazi Ariyan",https://www.udemy.com/course/laravel-framework-build-professional-ecommerce/,"In This Course, You Will Learn Laravel 8 Fundamentals and  Build Two Different Ecommerce with lots of Advance Features",Rating: 4.7 out of 5,1104 reviews,135.5 total hours,628 lectures,All Levels,,"5,725 students",,,,
jQuery Crash Course: Learn the Essentials of jQuery Fast,Simon Sez IT,https://www.udemy.com/course/learn-jquery-crash-course/,Learn the essentials you'll need to get started with jQuery.,Rating: 4.4 out of 5,1104 reviews,2 total hours,18 lectures,All Levels,,"15,443 students",,,,
C++ Fundamentals: Game Programming For Beginners,"GameDev.tv Team, Stephen Ulibarri, Sam Pattuzzi",https://www.udemy.com/course/cpp-fundamentals/,Learn to make games using industry standard C++ and Raylib,Rating: 4.8 out of 5,1104 reviews,11 total hours,86 lectures,Beginner,,"8,335 students",,,,
Complete Roblox Lua: Start making Games with Roblox Studio,Kaupenjoe (Nico),https://www.udemy.com/course/complete-roblox-lua-start-making-games-with-roblox-studio/,Learn Roblox Game development and Roblox Scripting. Includes a short Lua introduction. Everything done in Roblox Studio.,Rating: 4.5 out of 5,1102 reviews,8 total hours,65 lectures,All Levels,Bestseller,"4,143 students",,,,
Vue JS 2: From Beginner to Professional (includes Vuex),Bo Andersen,https://www.udemy.com/course/vuejs-from-beginner-to-professional/,"Learn Vue JS, and become a VueJS professional. Build complex SPAs with Vue.js, a simple and popular JavaScript framework",Rating: 4.1 out of 5,1102 reviews,15.5 total hours,220 lectures,All Levels,,"5,485 students",,,,
Professional WordPress Theme & Plugin Development,Juan Pablo De la torre Valdez,https://www.udemy.com/course/photoshop-psd-to-wordpress-theme-development-from-scratch/,"Learn how to create your own WordPress Themes & Plugins with code from Scratch, Create Amazing Dynamic WordPress Sites!",Rating: 4.3 out of 5,1101 reviews,35 total hours,403 lectures,All Levels,,"6,745 students",,,,
Oracle Certification: Mastering Java for Beginners & Experts,Frahaan Hussain,https://www.udemy.com/course/java-series/,"Java is one of the most popular programming languages. Companies like Facebook, Microsoft and Apple all want Java",Rating: 3.1 out of 5,1101 reviews,6 total hours,90 lectures,All Levels,,"55,573 students",,,,
AWS CloudFormation - Simplified | Hands On with YAML,"Kalyan Reddy Daida | DevOps & SRE Architect on AWS, Azure & Google Cloud Platforms",https://www.udemy.com/course/aws-cloudformation-simplified-hands-on-learning/,"An awesome journey from AWS CloudFormation to Continuous Integration, Continuous Delivery & Infrastructure as Code.",Rating: 4.6 out of 5,1101 reviews,18.5 total hours,168 lectures,All Levels,,"13,016 students",,,,
"MATLAB onramp 2021: coding, concepts, confidence, and style",Mike X Cohen,https://www.udemy.com/course/matlab-programming-mxc/,"Learn the key MATLAB programming skills that separate experts from novices: debugging, functions, and visualization",Rating: 4.5 out of 5,1100 reviews,10.5 total hours,51 lectures,All Levels,,"6,333 students",,,,
"REST Assured API Automation,Allure Reports - An Introduction",Tejasvi Hegde,https://www.udemy.com/course/rest-api-testing-with-rest-assuredpostman-part1/,This course will help you get started with REST Assured & Allure Reports using Junit4,Rating: 4.2 out of 5,1099 reviews,4.5 total hours,51 lectures,Beginner,,"12,298 students",,,,
Efficient Java Multithreading and Concurrency with Executors,Arun Kumar,https://www.udemy.com/course/efficient-java-multithreading-with-executors/,Learn how to use the modern Executors framework to do everything that you can do with the Threads API ... and more!,Rating: 4.1 out of 5,1099 reviews,5.5 total hours,62 lectures,All Levels,,"8,896 students",,,,
CSS3 Ultimate Guide,Learn Tech Plus,https://www.udemy.com/course/the-complete-css-course/,CSS3 For Web Development: Quickly Master CSS3 By Building A Project From Scratch,Rating: 3.7 out of 5,1099 reviews,6 total hours,100 lectures,All Levels,,"171,836 students",,,,
How To Write Bulletproof Multi-Threaded C# Code,Mark Farragher,https://www.udemy.com/course/how-to-write-multi-threaded-csharp-code/,This course teaches you how to write robust multi-threaded C# code. A skill every professional .NET developer must know,Rating: 4.5 out of 5,1098 reviews,3 total hours,28 lectures,All Levels,,"8,805 students",,,,
"NGINX, Apache, SSL Encryption - Certification Course",YouAccel Training,https://www.udemy.com/course/nginx-apache-ssl-encryption-certification-course/,"Install, Configure, and Secure NGINX & Apache on an Ubuntu Server using Digital Ocean & Let's Encrypt SSL",Rating: 4.2 out of 5,1097 reviews,3.5 total hours,58 lectures,Beginner,,"158,489 students",,,,
Angular Security Masterclass (with FREE E-Book),Angular University,https://www.udemy.com/course/angular-security/,Practical Guide to Angular Security  - Add Authentication / Authorization (from scratch) to an Angular / Node App,Rating: 4.5 out of 5,1095 reviews,8 total hours,74 lectures,All Levels,Bestseller,"10,836 students",,,,
"Node, SQL, & PostgreSQL - Mastering Backend Web Development",David Joseph Katz,https://www.udemy.com/course/node-postgresql/,"Boost your Node, Express, SQL, PostgreSQL and Backend Development Skills! NodeJS, Databases, Express, JS, ES6, + more!",Rating: 4.7 out of 5,1095 reviews,5 total hours,47 lectures,All Levels,,"6,580 students",,,,
Python & Introduction to Data Science,AI 4 MY,https://www.udemy.com/course/python-introduction-to-data-science/,Learn the basics of Python and the most important Data Science libraries with this step by step guide!,Rating: 4.5 out of 5,1095 reviews,9 total hours,68 lectures,Beginner,,"45,739 students",,,,
Kubernetes On The Cloud & The CNCF CKA Certification,Loony Corn,https://www.udemy.com/course/kubernetes-cka-on-cloud/,A comprehensive guide to Kubernetes: 45 Labs and 50 Practice Questions,Rating: 4.5 out of 5,1094 reviews,8.5 total hours,132 lectures,All Levels,,"6,746 students",,,,
Electron From Scratch: Build Desktop Apps With JavaScript,Brad Traversy,https://www.udemy.com/course/electron-from-scratch/,Create 3 useful desktop applications with web technologies using Electron,Rating: 4.2 out of 5,1091 reviews,6 total hours,59 lectures,All Levels,,"6,761 students",,,,
The Creative HTML5 & CSS3 Course - Build Awesome Websites,"Dev Ed, Maxine Tillman",https://www.udemy.com/course/the-creative-html5-css3-course-build-awesome-websites/,"Learn HTML5 and CSS3 by creating 3 amazing, well designed and animated websites from scratch!",Rating: 4.6 out of 5,1091 reviews,13 total hours,77 lectures,Beginner,,"5,140 students",,,,
Oracle Analytic Functions In-Depth & Advanced Oracle SQL,Khaled Alkhudari,https://www.udemy.com/course/oracle-analytic-functions-in-depth/,"Move your skills in SQL to another level by using Oracle Analytic functions + Advanced SQL, All the scripts are attached",Rating: 4.5 out of 5,1090 reviews,9.5 total hours,85 lectures,Expert,,"7,024 students",,,,
Advanced Object Oriented Analysis of Hard Problems using UML,Per Emanuelsson,https://www.udemy.com/course/advanced-object-oriented-analysis-of-hard-problems/,Take your software and business analysis skills to completely new levels with advanced UML conceptual modelling.,Rating: 4.3 out of 5,1085 reviews,9.5 total hours,80 lectures,All Levels,,"10,595 students",,,,
Unreal Engine 5 C++ Multiplayer Shooter,Stephen Ulibarri,https://www.udemy.com/course/unreal-engine-5-cpp-multiplayer-shooter/,"Create a fast-paced, competitive multiplayer shooter in Unreal Engine 5 using C++!",Rating: 4.8 out of 5,1083 reviews,65 total hours,244 lectures,All Levels,,"10,292 students",,,,
Docker: A Project-Based Approach to Learning,Jason Cannon,https://www.udemy.com/course/docker-tutorial/,Learn how to manage Docker hosts and Docker containers through project-based training.,Rating: 4.6 out of 5,1082 reviews,4.5 total hours,35 lectures,All Levels,,"8,428 students",,,,
Selenium WebDriver with C# from Scratch - Nunit Framework,Rahul Shetty,https://www.udemy.com/course/selenium-webdriver-with-csharp-nunit/,BRAND NEW COURSE - Become expert level Selenium C# Engineer and learn how to implement Automation framework from Scratch,Rating: 4.5 out of 5,1078 reviews,10 total hours,59 lectures,All Levels,,"5,698 students",,,,
Database Management Systems Part 3 : SQL Interview Course,Vignesh Sekar,https://www.udemy.com/course/sql-interview-preparation-course/,Learn SQL from scratch as SQL is widely used in IT / Computer Science / Software Field,Rating: 4.5 out of 5,1075 reviews,10 total hours,53 lectures,All Levels,,"3,940 students",,,,
Python for Beginners - Go from Java to Python in 100 Steps,in28Minutes Official,https://www.udemy.com/course/learn-python-programming-for-java-programmers/,Learn Python Programming using Your Java Skills.  For Beginner Python Programmers.,Rating: 4.5 out of 5,1074 reviews,8 total hours,103 lectures,All Levels,,"5,420 students",,,,
HTML Email Mastery - Build Responsive HTML Email Templates,Drew Ryan,https://www.udemy.com/course/html-email/,Learn how to Build Responsive Dark Mode Friendly HTML Email Templates tested on 82+ email clients including Outlook.,Rating: 4.5 out of 5,1073 reviews,3.5 total hours,33 lectures,All Levels,Bestseller,"3,121 students",,,,
JavaScript Interview Prep: Practice Problems,Eric Traub,https://www.udemy.com/course/javascript-interview-prep/,Ace your next JavaScript coding interview by doing practice questions.  Learn important javascript skills & concepts.,Rating: 4.7 out of 5,1072 reviews,4 total hours,122 lectures,All Levels,,"13,427 students",,,,
Appium Mobile Automation - Android & iOS + Frameworks + CICD,Omprakash Chavan,https://www.udemy.com/course/the-complete-appium-course-for-ios-and-android/,"[Latest v1.22] Master Appium, Design Production Ready Frameworks, Implement CI/CD & Become Mobile Test Automation Expert",Rating: 4.6 out of 5,1071 reviews,41 total hours,170 lectures,All Levels,Bestseller,"8,136 students",,,,
Learn Flutter and Dart to create Android and IOS apps,"Code Warriors, Snehal Singh",https://www.udemy.com/course/learn-flutter-in-30-days/,Learn to create Awesome Mobile Apps using Flutter and Dart,Rating: 4.3 out of 5,1070 reviews,10 total hours,30 lectures,Beginner,,"116,897 students",,,,
Mastering TypeScript - 2022 Edition,Colt Steele,https://www.udemy.com/course/learn-typescript/,Learn the world's fastest growing programming language from scratch. Includes Webpack & React!,Rating: 4.8 out of 5,1069 reviews,10.5 total hours,142 lectures,Beginner,,"8,631 students",,,,
Python for Data Science and Machine Learning beginners,Jay Bhatt,https://www.udemy.com/course/python-for-data-science-and-machine-learning-beginners/,"A Complete Machine learning Bootcamp learn Numpy, Pandas, Matplotlib, Stats, Plotly , EDA , Scikit-learn and more!",Rating: 4.0 out of 5,1069 reviews,7.5 total hours,64 lectures,Beginner,,"16,041 students",,,,
Design Patterns for Game Programming,"Penny de Byl, Penny @Holistic3D.com",https://www.udemy.com/course/design-patterns-for-game-programming/,An exploration of robust modularised code building for games with Unity 2019 and C#.,Rating: 4.5 out of 5,1069 reviews,9 total hours,38 lectures,Beginner,,"10,314 students",,,,
SVG & CSS Animation - Using HTML & CSS,code withsam,https://www.udemy.com/course/svg-animation/,Learn the fundamentals of creating SVG animations in the browser using HTML & CSS.,Rating: 4.1 out of 5,1067 reviews,1.5 total hours,24 lectures,Beginner,,"10,176 students",,,,
Build Undetectable Malware Using C Language: Ethical Hacking,"Aleksa Tamburkovski, Joe Parys",https://www.udemy.com/course/build-undetectable-malware-using-c-language-ethical-hacking/,In This Advance Ethical Hacking Course You Will Learn How To Create Your Own Penetration Testing Tool With C Programming,Rating: 4.3 out of 5,1067 reviews,3 total hours,23 lectures,Expert,Bestseller,"39,800 students",,,,
Understanding NPM - Node.js Package Manager,"Bogdan Stashchuk | Software Engineer, MBA, PhD",https://www.udemy.com/course/understanding-npm/,"Understand and practice NPM. Learn how to use NPM in Node.js, how to install NPM packages, how to configure NPM scripts.",Rating: 4.7 out of 5,1060 reviews,2.5 total hours,41 lectures,All Levels,,"20,877 students",,,,
Machine Learning & Data Science A-Z: Hands-on Python 2022,Navid Shirzadi,https://www.udemy.com/course/data-science-machine-learning-a-z-hands-on-python/,"Learn NumPy, Pandas, Matplotlib, Seaborn, Scikit-learn, Scipy and develop Machine Learning Models in Python",Rating: 4.5 out of 5,1060 reviews,14.5 total hours,75 lectures,All Levels,,"68,696 students",,,,
MLOps Fundamentals: CI/CD/CT Pipelines of ML with Azure Demo,J Garg - Real Time Learning,https://www.udemy.com/course/mlops-course/,MLOps fundamentals of Continuous Integration & Continuous Delivery (CI/CD) using Azure DevOps & Azure Machine Learning,Rating: 4.2 out of 5,1057 reviews,3 total hours,35 lectures,All Levels,,"5,305 students",,,,
Learn To Create WordPress Themes By Building 10 Projects,"Eduonix Learning Solutions, Eduonix-Tech ., Samy Eduonix",https://www.udemy.com/course/learn-to-create-wordpress-themes-by-building-10-projects/,Master the craft of WordPress theme development by creating project based themes,Rating: 4.8 out of 5,1057 reviews,14.5 total hours,84 lectures,All Levels,,"15,022 students",,,,
Learn Restful Api's with Asp.Net Core 5.0 2022,Asfend Yar Hamid,https://www.udemy.com/course/learn-restful-apis-with-aspnet-core-5/,"Learn to build Secure Real World Cinema RESTful Api's with Asp.Net Core , Entity Framework Core and C#",Rating: 4.1 out of 5,1056 reviews,4.5 total hours,83 lectures,All Levels,,"3,850 students",,,,
C# Advanced Topics - The Next Logical Step,Tod Vachev,https://www.udemy.com/course/csharp-advanced-topics-the-linq-lambda-delegates-events/,"Learn advanced topics of the C# language like LINQ, Lambda, Extension Methods, Generics, Delegates, Events and more!",Rating: 4.3 out of 5,1055 reviews,3 total hours,43 lectures,Intermediate,,"6,629 students",,,,
React Styled Components Course (V5),John Smilga,https://www.udemy.com/course/styled-components-tutorial-and-project-course/,Step by Step Learn Styled-Components,Rating: 4.6 out of 5,1055 reviews,3 total hours,42 lectures,All Levels,,"4,809 students",,,,
Asynchronous JavaScript,Asim Hussain,https://www.udemy.com/course/asynchronous-javascript/,"Become an expert in Asynchronous JavaScript, Callbacks, Promises, Async/Await, Generators & The Event Loop",Rating: 4.4 out of 5,1054 reviews,4.5 total hours,51 lectures,All Levels,,"6,425 students",,,,
"Build Realtime Apps | React Js, Golang & RethinkDB",James Moore,https://www.udemy.com/course/realtime-apps-with-reactjs-golang-rethinkdb/,"A practical guide that teaches you ReactJs, Golang & RethinkDB. Optimally paced, no-nonsense. You'll learn quickly!",Rating: 4.4 out of 5,1054 reviews,3 total hours,48 lectures,All Levels,,"7,228 students",,,,
Data Structures & Algorithms - JavaScript,Scott Barrett,https://www.udemy.com/course/data-structures-algorithms-javascript/,Implement DSA for Cracking the Coding Interview with Animated Examples for an Advanced Learning Experience,Rating: 4.8 out of 5,1050 reviews,7 total hours,102 lectures,All Levels,,"5,856 students",,,,
Complete Angular Developer in 2022: Zero to Mastery,"Andrei Neagoie, Luis Ramirez Jr, Zero To Mastery",https://www.udemy.com/course/complete-angular-developer-zero-to-mastery/,Get job ready with Angular! Master the latest version of Angular and learn to build large scale apps that set you apart,Rating: 4.6 out of 5,1049 reviews,27.5 total hours,322 lectures,All Levels,,"9,034 students",,,,
Django Masterclass : Build 5 Real World Django Projects,Ashutosh Pawar,https://www.udemy.com/course/django-course/,"Learn Django from scratch, build an E-commerce store, web based PDF generators, web crawlers, APIs using Python & Django",Rating: 4.4 out of 5,1049 reviews,18 total hours,153 lectures,All Levels,,"5,973 students",,,,
Three.js and TypeScript,Sean Bradley,https://www.udemy.com/course/threejs-tutorials/,"Learn Threejs, TypeScript and NodeJS to create interactive 3D content on the web.",Rating: 4.5 out of 5,1047 reviews,9.5 total hours,78 lectures,Beginner,Bestseller,"7,759 students",,,,
A Beginners Guide to Advanced JavaScript & ES6 - ES2017,Brandon Morelli,https://www.udemy.com/course/advanced-javascript-course/,"Learn tough topics like: 'this', scope, 'new' , hoisting, ES6, & More! Take your JS knowledge to the next level!",Rating: 4.6 out of 5,1047 reviews,5 total hours,72 lectures,Intermediate,,"3,685 students",,,,
Symfony API Platform with React Full Stack Masterclass,"Piotr Jura | 35,000+ Enrollments",https://www.udemy.com/course/symfony-api-platform-reactjs-full-stack-masterclass/,Learn how to make a robust REST API in Symfony using API Platform and create a React SPA application,Rating: 4.6 out of 5,1046 reviews,19.5 total hours,223 lectures,All Levels,,"6,580 students",,,,
"Coding for Entrepreneurs: Learn Python, Django, and More.",Justin Mitchel,https://www.udemy.com/course/coding-for-entrepreneurs/,"A Programming Class for Non-Technical Founder(s). Learn Django- the #1 Python Frameworks, APIs, HTML, CSS,  + Payments.",Rating: 4.7 out of 5,1046 reviews,45 total hours,251 lectures,All Levels,,"24,684 students",,,,
Unity & C# - Build A Complete 2D Mobile Platformer Game,"AbleAppsDev ., Joe Parys Support, Joe Parys",https://www.udemy.com/course/unity-2d-course-build-a-mobile-platformer-game-from-scratch/,Learn How to Develop a Complete 2D Mobile Platformer Game in Unity C# From Start to Launch in Google Play Store,Rating: 4.6 out of 5,1046 reviews,19.5 total hours,139 lectures,All Levels,,"20,812 students",,,,
Autonomous Cars: Deep Learning and Computer Vision in Python,"Sundog Education by Frank Kane, Frank Kane, Dr. Ryan Ahmed, Ph.D., MBA, Mitchell Bouchard, Sundog Education Team",https://www.udemy.com/course/autonomous-cars-deep-learning-and-computer-vision-in-python/,"Learn OpenCV, Keras, object and lane detection, and traffic sign classification for self-driving cars",Rating: 4.6 out of 5,1044 reviews,13 total hours,93 lectures,All Levels,,"9,674 students",,,,
Salesforce Integration With External Systems,Deepika Khanna,https://www.udemy.com/course/salesforce-integration-with-external-systems/,Learn about Salesforce integration API (SOAP | REST | Batch | Streaming | Outbound Messaging | Callouts) to connect,Rating: 4.6 out of 5,1044 reviews,10 total hours,75 lectures,Intermediate,Bestseller,"9,492 students",,,,
Machine Learning and AI: Support Vector Machines in Python,Lazy Programmer Inc.,https://www.udemy.com/course/support-vector-machines-in-python/,Artificial Intelligence and Data Science Algorithms in Python for Classification and Regression,Rating: 4.9 out of 5,1043 reviews,9 total hours,73 lectures,Expert,,"23,016 students",,,,
Unity Tech Art: Realistic Lighting For Game Development,"Wilmer Lin, Rick Davidson",https://www.udemy.com/course/lighting-in-unity/,Learn AAA cinematic tech art techniques in the Unity game engine (Global Illumination and Shader Graph),Rating: 4.8 out of 5,1042 reviews,11 total hours,64 lectures,Beginner,,"8,866 students",,,,
Learn MATLAB and Simulink Programming,Jordan Christman,https://www.udemy.com/course/learn-matlab-and-simulink-programming/,Master MATLAB Programming fundamentals and Simulink to increase your number crunching abilities.,Rating: 4.7 out of 5,1041 reviews,7 total hours,76 lectures,All Levels,,"6,614 students",,,,
How To Make A Wordpress Website - Divi Theme Tutorial,Darrel Wilson,https://www.udemy.com/course/how-to-make-a-wordpress-website-2018-divi-theme-tutorial/,Learn How To Create A Wordpress Website Step By Step In This Wordpress Website Tutorial! With The Divi Theme!,Rating: 4.6 out of 5,1040 reviews,3.5 total hours,22 lectures,Beginner,Bestseller,"19,934 students",,,,
Deep Reinforcement Learning 2.0,"Hadelin de Ponteves, Ligency I Team, Ligency Team",https://www.udemy.com/course/deep-reinforcement-learning/,"The smartest combination of Deep Q-Learning, Policy Gradient, Actor Critic, and DDPG",Rating: 4.8 out of 5,1040 reviews,9.5 total hours,63 lectures,Beginner,,"8,977 students",,,,
JavaScript Game Development: Create Your Own Breakout Game,Komar Academy,https://www.udemy.com/course/javascript-game-development-create-your-own-breakout-game/,Take your JavaScript learning experience to the next level and start building interactive games.,Rating: 4.6 out of 5,1038 reviews,2 total hours,26 lectures,All Levels,,"26,740 students",,,,
The Complete SAP Workflow Training (2021),Artur Paziewski,https://www.udemy.com/course/sap-workflow-training-sap-workflow-tutorial/,The only course you need to become an SAP Workflow Expert !,Rating: 4.1 out of 5,1038 reviews,6 total hours,29 lectures,Intermediate,,"7,084 students",,,,
Computer Science 101 - Computers & Programming for Beginners,"Timothy Meixner, Johannes Ruof",https://www.udemy.com/course/computer-science-101-computers-programming-for-beginners/,"Understand the basic concepts behind Computers, Computer Science, Programming and Programming Languages",Rating: 4.5 out of 5,1037 reviews,1 total hour,36 lectures,Beginner,,"3,520 students",,,,
Learn To Create A Roguelike Game In Unity,James Doyle,https://www.udemy.com/course/unityroguelike/,Game development made easy. Learn C# using Unity and create your very own classic RPG!,Rating: 4.8 out of 5,1037 reviews,19.5 total hours,124 lectures,All Levels,,"6,704 students",,,,
Java Programming Masterclass: Learn Java From Scratch,Ashutosh Pawar,https://www.udemy.com/course/java-programming-course/,"Java Programming For Beginners, Learn Java From Scratch, Become A Java Developer Learning Java Right From The Basics.",Rating: 4.5 out of 5,1034 reviews,16.5 total hours,162 lectures,Beginner,,"46,957 students",,,,
"Learn Data Science Deep Learning, Machine Learning NLP & R",Cinnamon TechX,https://www.udemy.com/course/learn-data-science-deep-learning-machine-learning-nlp-r/,"Learn Data Science, Deep Learning, Machine Learning, Natural Language Processing, R and Python Language with libraries",Rating: 4.3 out of 5,1033 reviews,70.5 total hours,624 lectures,All Levels,,"5,877 students",,,,
"What's New in C#7, C#8, C#9 and C#10",Dmitri Nesteruk,https://www.udemy.com/course/csharp7-whats-new/,"Learn about latest features of C#7, C#8, C#9 and C#10",Rating: 4.4 out of 5,1028 reviews,5 total hours,41 lectures,Beginner,,"9,697 students",,,,
Statistics & Mathematics for Data Science & Data Analytics,Nikolai Schuler,https://www.udemy.com/course/statistics-for-data-science-data-analytics/,Learn the statistics & probability for data science and business analysis,Rating: 4.6 out of 5,1027 reviews,11.5 total hours,91 lectures,Beginner,,"5,851 students",,,,
Adobe Experience Manager 6.5 - Build Websites and Components,Jasvinder Singh Bhatia,https://www.udemy.com/course/adobe-experience-manager-65/,Build and Apply AEM elements to master components and websites!,Rating: 4.2 out of 5,1025 reviews,4 total hours,64 lectures,All Levels,,"6,211 students",,,,
Angular Advanced MasterClass & FREE E-Book,Angular University,https://www.udemy.com/course/angular-advanced-masterclass/,"Build Your Own Library,  Learn Advanced Angular Features",Rating: 4.3 out of 5,1020 reviews,7 total hours,77 lectures,Intermediate,,"8,883 students",,,,
Domain Driven Design & Microservices for Architects,Rajeev Sakhuja,https://www.udemy.com/course/domain-driven-design-and-microservices/,Learn how to build Microservices applications starting with business analysis and domain driven design,Rating: 4.6 out of 5,1020 reviews,12.5 total hours,115 lectures,All Levels,,"9,991 students",,,,
Programming the Arduino - Getting Started,Edouard Renard,https://www.udemy.com/course/arduino-programming-for-beginners/,"Learn Arduino Programming step by step, and become more confident to write Arduino programs that rock !",Rating: 4.6 out of 5,1020 reviews,7 total hours,79 lectures,Beginner,Bestseller,"6,209 students",,,,
A Gentle Introduction To ASP.NET  For Beginners,Charlie Chiarelli,https://www.udemy.com/course/a-gentle-introduction-to-aspnet-web-forms-for-beginners/,"A First Step to Creating Dynamic Websites Using Web Forms , MVC , Razor Pages and  Blazor",Rating: 4.6 out of 5,1019 reviews,34 total hours,159 lectures,Beginner,,"5,547 students",,,,
Bootstrap 4 Beginners: Code a Responsive Landing Page,Andy Clarke,https://www.udemy.com/course/bootstrap-4-beginners-code-a-responsive-landing-page/,"Learn how to code a fully responsive professional landing page in bootstrap 4, from scratch, using HTML & CSS",Rating: 4.4 out of 5,1018 reviews,3.5 total hours,48 lectures,All Levels,,"4,897 students",,,,
Complete Next.js with React & Node - Beautiful Portfolio App,"Filip Jerga, Eincode by Filip Jerga",https://www.udemy.com/course/awesome-nextjs-with-react-and-node-amazing-portfolio-app/,"Build Serverless Web Apps with Next.js. Learn Hooks. Deploy to Vercel. Next.js (Next JS 10+), React (React 16+) & Node.",Rating: 4.7 out of 5,1017 reviews,70 total hours,448 lectures,All Levels,,"8,738 students",,,,
"Modern Android app using Kotlin, MVVM, Dagger2, RxJava &more",Catalin Stefan,https://www.udemy.com/course/modernandroid/,"Learn the latest Android technologies including Dagger2, MVVM, Kotlin, RxJava, Retrofit, Mockito and Glide",Rating: 4.0 out of 5,1017 reviews,3 total hours,30 lectures,All Levels,,"3,483 students",,,,
Deep Learning :Adv. Computer Vision (object detection+more!),Jay Bhatt,https://www.udemy.com/course/advanced-computer-vision-transfer-learning-with-tensorflow/,"Transfer Learning, TensorFlow Object detection, Classification, Yolo object detection, real time projects much more..!!",Rating: 4.1 out of 5,1017 reviews,7.5 total hours,34 lectures,Intermediate,,"23,896 students",,,,
jQuery for Beginners - Create Website Animations Easily,"Edwin Diaz, Coding Faculty Solutions",https://www.udemy.com/course/jquery-for-beginners-fundamentals-training-tutorial-course/,jQuery for Beginners : Learn this Javascript Framework to add animations easily and fast to any website.,Rating: 4.5 out of 5,1016 reviews,3 total hours,29 lectures,All Levels,,"6,310 students",,,,
ASP.NET CORE WEB API | The Complete Guide,Ervis Trupja,https://www.udemy.com/course/the-complete-guide-to-aspnet-web-api/,"Learn to build fast and secure web applications with .NET Core Web API - The highest rated course with 25,000+ students!",Rating: 4.4 out of 5,1015 reviews,6.5 total hours,76 lectures,All Levels,,"25,996 students",,,,
React and Flux Web Development for Beginners,"Mark Wahlbeck, Devslopes by Mark Wahlbeck",https://www.udemy.com/course/react-flux/,The comprehensive guide to building professional web apps with Facebook's React & Flux,Rating: 4.1 out of 5,1012 reviews,11 total hours,62 lectures,Beginner,,"9,454 students",,,,
Build Microservices with .NET & Amazon Web Services,Aref Karimi,https://www.udemy.com/course/build-microservices-with-aspnet-core-amazon-web-services/,"Event-Driven Microservices with .NET and AWS, Lambda, API Gateway, Kafka, RabbitMQ, etc.",Rating: 4.5 out of 5,1012 reviews,12.5 total hours,76 lectures,All Levels,,"6,087 students",,,,
Data Warehouse Developer-SQL Server/ETL/SSIS/SSAS/SSRS/T-SQL,Bluelime Learning Solutions,https://www.udemy.com/course/data-warehouse-developer-sql-serveretlssisssasssrst-sql/,Develop and Implement a Data Warehouse  Solution  Step by step,Rating: 4.2 out of 5,1011 reviews,8 total hours,83 lectures,Beginner,,"22,784 students",,,,
Mastering ASP.NET MVC 5 From Scratch Using C#,Kameswara Sarma Uppuluri,https://www.udemy.com/course/masteringaspnetmvc5/,Learn How to build Web Application using ASP.NET MVC 5 Step By Step,Rating: 4.6 out of 5,1011 reviews,13 total hours,109 lectures,All Levels,,"5,021 students",,,,
Amazon s3 Mastery - THE How-To' Guides For Amazon S3,Steve Dougherty,https://www.udemy.com/course/amazon-s3-mastery/,*UPDATED 2020* Amazon S3 & AWS are Easy Once You Know How. Follow My Step-By-Step Guides & Master Amazon S3 Quickly.,Rating: 4.5 out of 5,1010 reviews,3.5 total hours,42 lectures,All Levels,Bestseller,"7,914 students",,,,
